@relation BaseImagens
@attribute h0 NUMERIC
@attribute h1 NUMERIC
@attribute h2 NUMERIC
@attribute h3 NUMERIC
@attribute h4 NUMERIC
@attribute h5 NUMERIC
@attribute h6 NUMERIC
@attribute h7 NUMERIC
@attribute h8 NUMERIC
@attribute h9 NUMERIC
@attribute h10 NUMERIC
@attribute h11 NUMERIC
@attribute h12 NUMERIC
@attribute h13 NUMERIC
@attribute h14 NUMERIC
@attribute h15 NUMERIC
@attribute h16 NUMERIC
@attribute h17 NUMERIC
@attribute h18 NUMERIC
@attribute h19 NUMERIC
@attribute h20 NUMERIC
@attribute h21 NUMERIC
@attribute h22 NUMERIC
@attribute h23 NUMERIC
@attribute h24 NUMERIC
@attribute h25 NUMERIC
@attribute h26 NUMERIC
@attribute classe {1,2,3,4,5,6,7,8,9}
@data
0.015805863,0.018955627,0.0074593024,0.0039356216,0.0019456294,0.0014259499,0.0014893254,0.0017998656,0.002237157,0.00287725,0.004284187,0.011528012,0.023271503,0.018930277,0.010995658,0.011718139,0.008764839,0.00922748,0.006553032,0.0070663737,0.0047468287,0.007237488,0.009208468,0.02991326,0.9363801,0.34622064,0.0, 1
0.018490022,0.021071197,0.0067551224,0.0034688467,0.0022160327,0.0019956885,0.0018886642,0.0025434012,0.002448968,0.0026252433,0.0036136443,0.008089778,0.016286582,0.014227937,0.0084108515,0.0077938875,0.004727956,0.0045705675,0.0031792514,0.0031414782,0.0024867412,0.0037521461,0.0060814987,0.016872067,0.9057278,0.42154357,0.0, 1
0.014496679,0.01706643,0.0072925366,0.004369208,0.0020520126,0.0016226684,0.0015658434,0.0019825597,0.002235115,0.0035926003,0.005240524,0.011775395,0.021056805,0.017678877,0.012179484,0.012280505,0.0094013745,0.01019061,0.0075829756,0.008586883,0.005796146,0.007803961,0.009028855,0.031013802,0.94211364,0.33035508,0.0, 1
0.0660258,0.051232792,0.019564137,0.010955917,0.007228212,0.0058187526,0.0062226574,0.0068958323,0.0078046178,0.010009265,0.014633132,0.031420425,0.061195776,0.034756847,0.014056726,0.01093488,0.0073922984,0.010034509,0.0065929038,0.008153827,0.008435719,0.013194222,0.021857137,0.07973753,0.10487639,0.98354596,0.0, 1
0.06133582,0.04982519,0.018186506,0.009827313,0.0069628065,0.0061259307,0.006408077,0.0069962814,0.008086611,0.010558981,0.015718918,0.035139218,0.06947503,0.03865888,0.015503721,0.012667908,0.007780554,0.010147717,0.0068719457,0.008760894,0.008674815,0.013351755,0.022810843,0.07774337,0.0897083,0.9846919,0.0, 1
0.035058573,0.027292257,0.015136108,0.0074018333,0.0047382945,0.0038771508,0.003480624,0.004281688,0.004770337,0.0071054394,0.008651493,0.01577696,0.033164058,0.018360391,0.00935643,0.006937216,0.0054232045,0.004950577,0.003881156,0.004189566,0.0050066514,0.008274993,0.017286966,0.028942449,0.76581335,0.63868445,0.0, 1
0.054139804,0.04512087,0.01777588,0.00737496,0.004054263,0.003386194,0.0035302872,0.00455859,0.0059274766,0.009621507,0.01215624,0.022478564,0.032610945,0.056248806,0.01343343,0.020978682,0.007348761,0.02841259,0.004899174,0.016767226,0.0077220937,0.027174696,0.03464135,0.09624126,0.4271582,0.8911126,0.0, 1
0.03933089,0.030163633,0.017838301,0.007893091,0.0051975814,0.004432242,0.0042976765,0.0054667117,0.0066273366,0.008687867,0.011942662,0.02542021,0.045911968,0.027144326,0.013624728,0.009949415,0.0073506245,0.007237085,0.0061521535,0.0069301086,0.008305197,0.012741644,0.02453292,0.0375479,0.67184204,0.73431814,0.0, 1
0.032960195,0.023882193,0.01724777,0.008879055,0.005765115,0.0049996045,0.0046752356,0.006301405,0.0068939184,0.009757014,0.011634028,0.02308641,0.044702347,0.026991809,0.013774862,0.00994731,0.00867146,0.0086541595,0.0074475077,0.00887473,0.010358177,0.016257364,0.025062896,0.038720984,0.78077304,0.61776257,0.0, 1
0.012581623,0.010105206,0.006677581,0.0038799944,0.0024299507,0.0018135796,0.0016618785,0.002192149,0.0023178833,0.0029684212,0.0044362317,0.009793603,0.020390812,0.012219454,0.006431579,0.0055008726,0.0039346614,0.0039510615,0.0031624893,0.0037105265,0.0031857227,0.0044075316,0.0070971507,0.011879152,0.9801243,0.19487713,0.0, 1
0.011351516,0.011932785,0.0046222075,0.0029063458,0.0018136716,0.0014895021,0.0012463751,0.0018024932,0.0016851216,0.0023697896,0.0032109532,0.007984067,0.013318888,0.009716696,0.004901664,0.0035993974,0.0025570253,0.0024480373,0.0018751519,0.0018304389,0.0017382184,0.0023558168,0.004119186,0.009585352,0.9725863,0.23073031,0.0, 1
0.011030474,0.011423309,0.005030552,0.0028007173,0.0019217838,0.0017719978,0.0015317748,0.0016391686,0.0020800484,0.002865719,0.0041205306,0.0083569335,0.013862279,0.01010067,0.004790329,0.0036174755,0.0027300634,0.002981591,0.0020602653,0.0022665744,0.0020828745,0.002905285,0.0044455384,0.010097844,0.96972084,0.24239346,0.0, 1
0.010801925,0.011190053,0.0037870952,0.0022688324,0.0017522806,0.0015097011,0.0014783085,0.001606733,0.0020662071,0.0028053613,0.0036786478,0.008162089,0.014837308,0.010194049,0.0056849234,0.0057819556,0.0035673466,0.0035045613,0.002397257,0.0025627818,0.001954906,0.0028110691,0.0048316144,0.012511398,0.96697354,0.252942,0.0, 1
0.010966007,0.011707379,0.0037669707,0.0018977976,0.0012480237,0.0013396218,0.0013911457,0.0015027808,0.0015857916,0.0019407341,0.0032231072,0.008203752,0.01693133,0.010502291,0.005533096,0.0045026178,0.0033948536,0.002753667,0.0018663107,0.0018434111,0.0016001038,0.0022470152,0.0046972637,0.011919199,0.9635716,0.2655514,0.0, 1
0.028178006,0.026430096,0.012009836,0.006648638,0.0046047103,0.0040455665,0.0046141073,0.005948534,0.006582856,0.008936897,0.012517294,0.023653174,0.0364101,0.029719176,0.02081047,0.018287277,0.0143450815,0.014533029,0.0112157585,0.012540787,0.010144458,0.012188386,0.015905045,0.037044425,0.86942095,0.48573583,0.0, 1
0.032393884,0.030388258,0.012907997,0.0063020573,0.004810695,0.003959824,0.003842946,0.0045582387,0.005203405,0.007307207,0.010537713,0.020981923,0.03681654,0.027971223,0.015829945,0.013973923,0.010509662,0.010378758,0.00801315,0.008265606,0.0066947667,0.009499837,0.014497536,0.03564309,0.82711697,0.5553758,0.0, 1
0.020174885,0.01868621,0.009949685,0.0058302754,0.0040971907,0.0032173167,0.0033150804,0.004066084,0.0051059346,0.0072522936,0.0114827985,0.023641055,0.040954128,0.030217892,0.018379588,0.016322104,0.012775946,0.011478355,0.009038704,0.0089809345,0.0067768064,0.008883171,0.01334031,0.036710292,0.91638863,0.39142835,0.0, 1
0.029646281,0.023731751,0.013423015,0.006193905,0.0033871564,0.0026204982,0.002152707,0.0022220092,0.0022653234,0.0032702086,0.0044461843,0.008764592,0.023439383,0.03244437,0.0073287324,0.014152857,0.005938352,0.024801608,0.0059470152,0.016078165,0.009087281,0.025756683,0.026941322,0.04112883,0.8912531,0.44486314,0.0, 1
0.03001403,0.023626009,0.0137008345,0.0064330245,0.00374866,0.0028958735,0.0028486217,0.002882373,0.003420146,0.005229223,0.0077358303,0.013464575,0.03559202,0.037509102,0.010485448,0.017091729,0.008143097,0.026881898,0.007470319,0.018417036,0.011565493,0.030736312,0.03115258,0.04663324,0.88547355,0.45326158,0.0, 1
0.028658109,0.023124916,0.013093716,0.0058990596,0.003228234,0.0022253292,0.001807811,0.0017453985,0.0019283318,0.0027956506,0.0038954022,0.008165279,0.020764,0.032282338,0.00714731,0.014270946,0.005823734,0.025617111,0.006335947,0.016638318,0.009148815,0.025778525,0.025518114,0.040664986,0.89340085,0.44087344,0.0, 1
0.026536308,0.022157818,0.011874998,0.005420683,0.0031479767,0.0025509098,0.002315507,0.002503829,0.0029596544,0.004483352,0.006537776,0.012482765,0.025190232,0.035524413,0.009679332,0.016112247,0.0072632446,0.025556177,0.0067325183,0.015985986,0.008468078,0.024306403,0.024276443,0.04053849,0.9148778,0.39398715,0.0, 1
0.022583611,0.018359577,0.011341696,0.0064753266,0.0035297286,0.0026088394,0.002134883,0.0022408995,0.0028915503,0.0043487586,0.006676966,0.012445515,0.021309333,0.034825407,0.009553965,0.015771527,0.0065127444,0.025566626,0.005539886,0.01624964,0.008250585,0.02502615,0.023519052,0.038224176,0.93584996,0.3423525,0.0, 1
0.027412936,0.021449775,0.01217717,0.0062052077,0.004099398,0.003040992,0.0027505353,0.0028803607,0.0035316874,0.005490069,0.007932544,0.014426008,0.032093246,0.038705535,0.011156172,0.017099528,0.008088774,0.027443742,0.0073494306,0.017744254,0.010383821,0.029430728,0.030504538,0.048827503,0.9133296,0.3945302,0.0, 1
0.030626357,0.023906015,0.014181154,0.0062289373,0.003520606,0.002863157,0.0023941917,0.0023695093,0.0029753498,0.004546047,0.006002308,0.011526675,0.032484267,0.036967486,0.008896879,0.015632927,0.006890874,0.02655825,0.006343374,0.017230552,0.010270118,0.029717596,0.03038402,0.048372995,0.8724955,0.47821006,0.0, 1
0.028637137,0.023383632,0.013045092,0.0060492875,0.003227469,0.0025669017,0.002351885,0.0023474516,0.0028306853,0.0040941862,0.005692404,0.010724241,0.032106224,0.03524059,0.0078758225,0.014579027,0.0064505045,0.025853002,0.006328588,0.016833378,0.010127957,0.028845504,0.030326238,0.047354683,0.88130516,0.46243912,0.0, 1
0.06722041,0.055406973,0.02039271,0.01150358,0.008927862,0.0060422844,0.004492981,0.0055387607,0.0059260866,0.0071655298,0.011561679,0.015202543,0.022232508,0.020489542,0.011213086,0.009334555,0.0074753906,0.0075334893,0.0052676327,0.0059260866,0.0058486215,0.008734199,0.01688741,0.042954445,0.053567175,0.9923871,0.0, 1
0.062653534,0.05077505,0.020003948,0.011532331,0.0070323534,0.0070687905,0.0052287187,0.005921023,0.0057388376,0.007742876,0.010038411,0.017180076,0.021534305,0.019676015,0.009036392,0.010038411,0.0058299303,0.0077793133,0.0048825666,0.005538434,0.0059756786,0.008089028,0.013335966,0.04370626,0.05638636,0.99285537,0.0, 1
0.06673334,0.054931458,0.012614018,0.006497083,0.0041816332,0.003957,0.0036286903,0.0036978081,0.0039224415,0.0049419305,0.006738996,0.012043796,0.023862958,0.023672884,0.008380546,0.010799673,0.0063761272,0.008933489,0.0038360439,0.005252961,0.0042507513,0.008069516,0.011715486,0.04895276,0.08180104,0.99058056,0.0, 1
0.06435815,0.056037527,0.011818883,0.007879255,0.0065388014,0.004430038,0.0030078485,0.0041194446,0.004577161,0.006636883,0.008271583,0.011475597,0.02056453,0.013682442,0.008990852,0.009677426,0.005296429,0.0063262903,0.0045281197,0.0049204477,0.005656063,0.009988019,0.015039243,0.043711886,0.057508755,0.9928189,0.0, 1
0.060645815,0.055655256,0.012839793,0.0075746705,0.005604287,0.003956917,0.004506041,0.0040215203,0.0048452048,0.005652739,0.0070255473,0.010287985,0.017410437,0.01322741,0.008107643,0.007510068,0.00637952,0.006508725,0.003973068,0.005006712,0.004990561,0.008382205,0.014406409,0.043784503,0.055574503,0.99331546,0.0, 1
0.072583094,0.057391282,0.008861889,0.003213652,0.0021911263,0.0019801292,0.0022560486,0.0026780434,0.004366022,0.0056482367,0.006200076,0.009235192,0.01634418,0.015370346,0.005242473,0.0076121353,0.0039115665,0.007660827,0.0028890409,0.0050314753,0.0032948048,0.0055183927,0.00831005,0.055151463,0.07417369,0.9908598,0.0, 1
0.067181535,0.059375003,0.00970148,0.004567308,0.0028505183,0.002558988,0.002283654,0.0037736977,0.003822286,0.004826446,0.0058468017,0.009183204,0.0158884,0.014884241,0.0055228793,0.00798469,0.004567308,0.008454379,0.0028829107,0.0052313493,0.002672361,0.0055390755,0.008648732,0.05260502,0.07285018,0.99134874,0.0, 1
0.07109681,0.056558345,0.009947366,0.0050306646,0.002881643,0.002995606,0.002507192,0.0035979834,0.003581703,0.0051771887,0.00626798,0.010484622,0.018152721,0.01668748,0.00626798,0.008644928,0.004477129,0.0070494427,0.0024257898,0.004379446,0.002637436,0.005453957,0.009654318,0.053969752,0.07108052,0.9912037,0.0, 1
0.065563016,0.05483273,0.013125729,0.006956636,0.0033470609,0.004692448,0.0051518483,0.0058737635,0.0077113654,0.011222498,0.015357102,0.0249717,0.037309885,0.02999229,0.012600699,0.012436627,0.006103464,0.007022265,0.005808135,0.0069894507,0.0035111324,0.005808135,0.007908251,0.040656943,0.050205912,0.99210817,0.0, 1
0.05831293,0.055153117,0.020050455,0.016287405,0.013702102,0.010111405,0.010197581,0.009824148,0.011978568,0.017177897,0.021975068,0.038980614,0.043088373,0.036510214,0.0142766135,0.014707497,0.0072388463,0.014477693,0.006865414,0.011834939,0.008991106,0.0129265115,0.020682419,0.060409896,0.09852874,0.9858332,0.0, 1
0.058153737,0.05171373,0.019077912,0.015034751,0.010918957,0.0077473754,0.007820007,0.0065126377,0.007723165,0.012734748,0.016729489,0.03781688,0.06730533,0.045588464,0.017673701,0.015034751,0.009805272,0.010337904,0.005907374,0.006924217,0.0055926368,0.007868429,0.013751592,0.045273725,0.054885313,0.989122,0.0, 1
0.051497802,0.047908287,0.019011797,0.012319789,0.0088745775,0.007124915,0.0056097433,0.0071790284,0.007864463,0.0116343545,0.016324172,0.030213246,0.040530846,0.035732802,0.01513368,0.018127948,0.008820464,0.01715391,0.0059524607,0.013780848,0.011868846,0.02085165,0.028427508,0.062825516,0.08746509,0.987874,0.0, 1
0.063323274,0.04973166,0.032841664,0.026699847,0.02109828,0.016747827,0.013193534,0.013819089,0.01657722,0.021382624,0.03156212,0.056385297,0.110865496,0.06858363,0.028349038,0.02416919,0.018368583,0.014046564,0.010492272,0.011345302,0.010207928,0.014984897,0.021126715,0.03943843,0.1053208,0.9762931,0.0, 1
0.03180578,0.027881103,0.01272685,0.009754983,0.0073048943,0.007009976,0.007236836,0.0076905563,0.009255891,0.01249999,0.017082563,0.022073485,0.027087092,0.057463653,0.00834845,0.017763143,0.0026088906,0.027631557,0.0026315767,0.016152436,0.0061932798,0.031624295,0.052404676,0.13502711,0.77406925,0.60832524,0.0, 1
0.033691395,0.032266382,0.008414366,0.005292908,0.0057848766,0.0052080858,0.0047500455,0.006208988,0.007192926,0.0096867,0.01414835,0.017727848,0.020204658,0.014199243,0.008312579,0.006310775,0.0040036095,0.0024768095,0.0021714494,0.0020357338,0.0016455515,0.0021884139,0.0032741386,0.0047500455,0.93170446,0.357882,0.0, 1
0.033301506,0.030412335,0.0075523965,0.005676969,0.00535595,0.004629433,0.0041056653,0.0057107606,0.0073327515,0.0106105255,0.013195574,0.019666642,0.020224202,0.013685551,0.008971639,0.0066231308,0.004950452,0.0033453568,0.0021119677,0.001892323,0.0015375124,0.0015881996,0.0022809252,0.0053052627,0.9343852,0.35095835,0.0, 1
0.030552592,0.027884243,0.0069710608,0.005636886,0.0051032165,0.005336697,0.0051866025,0.0059871073,0.007888306,0.010740103,0.014242311,0.017561069,0.02069638,0.0132583575,0.009722795,0.0066875485,0.003919137,0.0029685379,0.0021180017,0.0017511038,0.0013675287,0.0017344266,0.0019845844,0.0035855935,0.94171023,0.3313422,0.0, 1
0.05228623,0.04240364,0.018154688,0.011914014,0.011090464,0.010138807,0.009132247,0.009827688,0.012371541,0.016086664,0.02238224,0.037828367,0.06365121,0.049284853,0.017788665,0.017495848,0.0083086975,0.015665738,0.004300758,0.00935186,0.0050145,0.012115326,0.016763804,0.056330774,0.11741983,0.9835192,0.0, 1
0.045975942,0.04648531,0.019400252,0.0122691095,0.009655833,0.008282756,0.007441193,0.00967798,0.012490573,0.019533131,0.03321961,0.055986118,0.06621776,0.045688037,0.022279285,0.020263962,0.014284433,0.018337226,0.013154966,0.015989706,0.011073204,0.016942002,0.027173642,0.06083618,0.15921052,0.97548276,0.0, 1
0.050529912,0.04684328,0.018571412,0.014539158,0.010276489,0.0072580585,0.0075115142,0.008410132,0.012672801,0.020184316,0.030345596,0.051359404,0.07023036,0.051036824,0.021958508,0.014677407,0.009792618,0.009907826,0.0072119753,0.008479255,0.007949302,0.0119124325,0.020046066,0.06509211,0.14615194,0.9775107,0.0, 1
0.04855117,0.04614436,0.016432704,0.011619084,0.0075247395,0.0052839164,0.004979607,0.006528818,0.006860792,0.010429511,0.012061715,0.022380568,0.027138859,0.033335704,0.009350596,0.018230895,0.0057265484,0.015907079,0.005505232,0.010650827,0.0070544435,0.021356981,0.030320274,0.08138891,0.35039836,0.9277008,0.0, 1
0.04389662,0.043551393,0.015986549,0.010117733,0.008285387,0.008126053,0.006532709,0.007541827,0.009984954,0.013649644,0.015933437,0.022837926,0.018987346,0.03380544,0.009241394,0.018429676,0.006346819,0.014552539,0.0055767028,0.011445519,0.0073824925,0.021085247,0.03077809,0.07889707,0.35531566,0.92642313,0.0, 1
0.044786263,0.03937848,0.014158554,0.012364155,0.009660264,0.006440176,0.0066368226,0.0074479897,0.0088490965,0.010840143,0.013470292,0.01971382,0.016887026,0.035937164,0.006808888,0.017673614,0.0053340388,0.022516035,0.0049653263,0.012978675,0.008013349,0.02802214,0.032987464,0.08020723,0.39285073,0.9108916,0.0, 1
0.047558036,0.041667238,0.014701603,0.012721076,0.009420198,0.0059669716,0.0062208856,0.0069064526,0.009115501,0.010994463,0.013254295,0.01724074,0.017545436,0.035344787,0.0073127146,0.013127338,0.007134975,0.016529782,0.005713058,0.015488735,0.009623329,0.023258494,0.03077434,0.07967812,0.35172126,0.9277499,0.0, 1
0.063342,0.04782409,0.019993478,0.020130288,0.0131140025,0.007446252,0.0062540695,0.008931593,0.011980453,0.017570028,0.029081425,0.052475553,0.095081404,0.053843632,0.02112703,0.01921172,0.012723123,0.012195436,0.008208467,0.008501626,0.0082280105,0.012996739,0.019348528,0.04655373,0.06496415,0.9840192,0.0, 1
0.064271286,0.049070034,0.019132279,0.016518049,0.014136197,0.008810918,0.007881414,0.011812439,0.013032412,0.020313522,0.028853334,0.042660333,0.07803956,0.050212547,0.022404904,0.018706255,0.011928626,0.01647932,0.00919821,0.011560698,0.009043293,0.012548296,0.01785421,0.048450362,0.060843743,0.9861063,0.0, 1
0.061708674,0.057460397,0.013258572,0.006421812,0.0049003367,0.003793809,0.004188997,0.005058412,0.004682983,0.0068565193,0.009030056,0.014997401,0.02523278,0.012586752,0.008219919,0.0083582355,0.007409783,0.0069750757,0.006125421,0.004643464,0.0040506814,0.00547336,0.011776615,0.036732767,0.17226264,0.97975117,0.0, 1
0.06304949,0.05652214,0.013108942,0.005207414,0.0035981785,0.00278452,0.0025494632,0.003580097,0.003995967,0.0050808447,0.007395251,0.012711152,0.019943673,0.010649885,0.006726243,0.006346536,0.005442471,0.005876422,0.0047734627,0.0042671864,0.004104455,0.0045564873,0.008968324,0.03914601,0.18694255,0.977258,0.0, 1
0.05741141,0.053170208,0.020481909,0.012951187,0.009765112,0.0075514107,0.008337585,0.008896182,0.010613352,0.014006315,0.021537038,0.04226721,0.074603796,0.04694288,0.023274897,0.01768892,0.0118133025,0.009723734,0.008378962,0.009682356,0.008792738,0.012951187,0.02147497,0.042660296,0.058694113,0.98764175,0.0, 1
0.039738037,0.03886968,0.016150562,0.011477775,0.009405757,0.010824359,0.010265516,0.012333235,0.01480504,0.01949932,0.027602544,0.05854525,0.095643826,0.05584561,0.024743848,0.019658377,0.012389119,0.012135491,0.009586306,0.011151067,0.010222528,0.017139284,0.03007435,0.06703536,0.112851895,0.97926056,0.0, 1
0.05522829,0.056853812,0.019431606,0.011831181,0.009889339,0.008909631,0.008435153,0.009265489,0.011383064,0.014225535,0.023359224,0.05572913,0.11404591,0.056181636,0.020907758,0.015908172,0.009401682,0.011277624,0.0075213453,0.00982344,0.010363816,0.020486,0.047122635,0.14280891,0.15635347,0.9612868,0.0, 1
0.05056167,0.051606514,0.014145577,0.009717777,0.010236546,0.009732391,0.008051873,0.008409897,0.0095205,0.013144573,0.02121106,0.040376272,0.07635397,0.034932856,0.014043285,0.013276092,0.0075842505,0.0084318165,0.0059767985,0.0067293784,0.00762809,0.01125947,0.018485697,0.057839043,0.08229423,0.9866759,0.0, 1
0.047984682,0.05362419,0.017909627,0.012667956,0.0100017525,0.008145181,0.009317753,0.009429426,0.010239059,0.013707915,0.021525055,0.044201743,0.0847741,0.039246235,0.013784691,0.0114535075,0.0061699576,0.007782243,0.005841917,0.007286692,0.007482121,0.013561344,0.023493301,0.06352125,0.088766426,0.98455495,0.0, 1
0.04865092,0.043093875,0.02064185,0.015950963,0.012398735,0.011454718,0.010968111,0.012028914,0.012865877,0.019123636,0.02840809,0.04447584,0.07008108,0.046607174,0.020748902,0.019396137,0.011659092,0.018160157,0.009761327,0.018325603,0.015921766,0.034140315,0.038393255,0.06843635,0.34976304,0.9233262,0.0, 1
0.06895318,0.05476977,0.013013028,0.0058320584,0.004066571,0.003570648,0.0028961923,0.0031739092,0.0036499957,0.004959233,0.0068834154,0.010811129,0.017258132,0.01513558,0.006784231,0.007002437,0.004106245,0.0054749935,0.0038880387,0.0049393964,0.003511137,0.0054749935,0.009025805,0.04437522,0.054293685,0.99299717,0.0, 1
0.066730194,0.057675082,0.00959148,0.004385578,0.0025871755,0.0024451963,0.0026502772,0.003044664,0.0037230086,0.00462221,0.005379432,0.007950832,0.01577546,0.013598447,0.004148946,0.00684655,0.0038807632,0.0059473487,0.0029184602,0.003533703,0.0025398491,0.0037230086,0.007225161,0.050576124,0.06507377,0.9922291,0.0, 1
0.06716781,0.056978364,0.012363829,0.004523352,0.0037456527,0.0024600686,0.0028092396,0.002634654,0.002983825,0.0036980386,0.004761423,0.006586635,0.013982712,0.0144271115,0.0038408812,0.0071103917,0.0031584105,0.0069516776,0.0020950262,0.004253538,0.0024124542,0.0055073793,0.007919834,0.053185094,0.06967549,0.99177265,0.0, 1
0.06271089,0.058451764,0.013079337,0.0062615536,0.004147882,0.002955962,0.0022249175,0.002781147,0.0025745474,0.0034009456,0.004847142,0.0077713192,0.013413074,0.014382503,0.004306805,0.00672243,0.002892393,0.0073581203,0.0022090254,0.00483125,0.0031466691,0.006452261,0.009567145,0.05155452,0.0686546,0.99209076,0.0, 1
0.023374071,0.020751849,0.009411704,0.0056210053,0.004541535,0.004628258,0.004217466,0.0048405007,0.005477228,0.0076932237,0.012462976,0.022746474,0.030877875,0.038776495,0.010246981,0.013592655,0.0056324163,0.018969467,0.0042699557,0.012154883,0.007672684,0.023047721,0.027739879,0.06295161,0.90241903,0.4184146,0.0, 1
0.023001937,0.020881934,0.009650226,0.005496561,0.0044649616,0.004192292,0.0042036534,0.004678553,0.005430666,0.0075892988,0.011931559,0.022422515,0.03172736,0.03845775,0.010595479,0.014133365,0.0058351257,0.019407246,0.005010301,0.012522344,0.008105098,0.023381403,0.027412366,0.059423756,0.9075688,0.4075976,0.0, 1
0.021901814,0.020772545,0.009327439,0.0057110065,0.004574809,0.005096721,0.0049997284,0.005616323,0.006415356,0.0088678785,0.014274052,0.02550439,0.034009703,0.04108553,0.011343495,0.014989949,0.0061982777,0.021301385,0.0050412966,0.013948435,0.00896949,0.025423562,0.028423399,0.062026657,0.9048493,0.41212544,0.0, 1
0.022757873,0.022702472,0.009727323,0.0058100787,0.004420461,0.0041665444,0.0041180695,0.004861353,0.0060085957,0.008630864,0.0138869425,0.023951283,0.033177696,0.03917706,0.010034331,0.014175484,0.005563087,0.020130988,0.0044296947,0.0128505,0.00803993,0.025066208,0.029669028,0.06319759,0.89757985,0.42791218,0.0, 1
0.04447847,0.025943223,0.02225454,0.019952558,0.017417928,0.01699243,0.017632209,0.020130103,0.023925927,0.033335894,0.051381357,0.080691844,0.10702689,0.09182523,0.048736524,0.037639868,0.024902433,0.028046232,0.018112808,0.021764757,0.020283163,0.034379743,0.04301218,0.07937861,0.80840003,0.5432955,0.0, 1
0.02553038,0.016829923,0.009338061,0.009537908,0.0085220225,0.008384033,0.007582268,0.008243665,0.009314271,0.012392857,0.019789554,0.03870359,0.06082706,0.05053735,0.021314573,0.019078195,0.011472136,0.019844273,0.009901914,0.014776739,0.013577661,0.024426466,0.028416257,0.048117783,0.92987585,0.34641236,0.0, 1
0.027314575,0.015733464,0.013455055,0.013653697,0.011341783,0.009429548,0.009005936,0.009704775,0.012074129,0.015951252,0.02321009,0.041894473,0.062711276,0.04779871,0.021321787,0.019739825,0.012576719,0.020615768,0.011404009,0.016097244,0.015355324,0.027103966,0.03093801,0.046743274,0.9438259,0.30429915,0.0, 1
0.053717133,0.042594094,0.020674566,0.0116332695,0.007428965,0.008224926,0.007898378,0.009143341,0.009776028,0.009265797,0.010449533,0.019490829,0.022511397,0.036246818,0.007857559,0.01432729,0.0051227203,0.019776559,0.0050206743,0.012755778,0.007061599,0.022205258,0.02973627,0.06814647,0.42267546,0.89798635,0.0, 1
0.05657364,0.042652167,0.020498866,0.014526755,0.007949363,0.008756405,0.006698448,0.007041441,0.007323906,0.00847394,0.01067313,0.018723372,0.020276928,0.034238756,0.0065773916,0.0129732,0.0044589066,0.019490063,0.0049027796,0.014062705,0.00827218,0.022536647,0.028932454,0.0664599,0.39972788,0.90856785,0.0, 1
0.05327193,0.04469068,0.014135006,0.011869395,0.007899564,0.005172811,0.005613903,0.0059346976,0.006034946,0.0066364356,0.007879514,0.012310488,0.01277163,0.041001543,0.00695723,0.018405583,0.0069171307,0.027067034,0.0053733075,0.016039724,0.0071978257,0.024841521,0.03234009,0.077953056,0.37340477,0.918615,0.0, 1
0.06284981,0.05254715,0.012263378,0.0078072087,0.004313572,0.003761007,0.0031371433,0.0045274682,0.005490001,0.0061495136,0.008930163,0.017040392,0.018591138,0.027129158,0.0068625007,0.010962176,0.0047235396,0.013867599,0.0033510393,0.008947988,0.004580942,0.014830131,0.020605328,0.06112082,0.19844213,0.973263,0.0, 1
0.059764784,0.051052663,0.015327237,0.010313476,0.0066913683,0.004289339,0.0043655937,0.0049756328,0.0058525642,0.006786687,0.0081020845,0.014107158,0.016814208,0.032903995,0.0072823437,0.013916521,0.0052997163,0.01917811,0.0040796376,0.010961643,0.0061766477,0.019235302,0.02792836,0.06889631,0.29119843,0.9487636,0.0, 1
0.06136263,0.05284256,0.012598827,0.0060909437,0.0035530503,0.003317389,0.00455008,0.0050576585,0.0060909437,0.0066529056,0.007124229,0.009752761,0.011474903,0.029512072,0.0057102595,0.010894813,0.00413314,0.016006855,0.0032267498,0.00926331,0.0049488917,0.015934344,0.020701958,0.068160556,0.2400303,0.9635655,0.0, 1
0.05675255,0.047538944,0.01086838,0.008519012,0.005597624,0.005168609,0.0050460333,0.0051277503,0.0056180535,0.007395401,0.0083964355,0.012502722,0.011481258,0.038407054,0.005066463,0.014668226,0.0034729785,0.023003375,0.00400414,0.014811232,0.0064147953,0.020286279,0.022942087,0.0711552,0.28300688,0.95139176,0.0, 1
0.059279777,0.049479242,0.011333813,0.0076871016,0.0051592677,0.0043097497,0.0030458327,0.004454789,0.0046827085,0.006257425,0.008515899,0.015084123,0.016720999,0.04106694,0.0083087,0.016285881,0.0044962293,0.023019865,0.0038746307,0.014773324,0.007894301,0.022564026,0.024698181,0.07053071,0.28978923,0.9487872,0.0, 1
0.051525768,0.04553114,0.016640618,0.009122266,0.005754045,0.0046513537,0.003789249,0.0043506194,0.004410766,0.0050723813,0.006155024,0.012229852,0.012249901,0.04138101,0.0040097875,0.018184386,0.002846949,0.024660192,0.0033281236,0.015738416,0.0062352195,0.02792817,0.03169737,0.09461094,0.35600898,0.92411566,0.0, 1
0.052792195,0.04504934,0.014962817,0.009854543,0.0056915013,0.0043239323,0.0042635985,0.0037407042,0.0038814833,0.004243487,0.0054903883,0.012690239,0.013273466,0.040846076,0.004002151,0.018401852,0.0030166968,0.02527992,0.0035194797,0.0154655995,0.0074210744,0.029241849,0.031132312,0.096433744,0.36045507,0.9221439,0.0, 1
