@relation BaseImagens
@attribute h0 NUMERIC
@attribute h1 NUMERIC
@attribute h2 NUMERIC
@attribute h3 NUMERIC
@attribute h4 NUMERIC
@attribute h5 NUMERIC
@attribute h6 NUMERIC
@attribute h7 NUMERIC
@attribute h8 NUMERIC
@attribute h9 NUMERIC
@attribute h10 NUMERIC
@attribute h11 NUMERIC
@attribute h12 NUMERIC
@attribute h13 NUMERIC
@attribute h14 NUMERIC
@attribute h15 NUMERIC
@attribute h16 NUMERIC
@attribute h17 NUMERIC
@attribute h18 NUMERIC
@attribute h19 NUMERIC
@attribute h20 NUMERIC
@attribute h21 NUMERIC
@attribute h22 NUMERIC
@attribute h23 NUMERIC
@attribute h24 NUMERIC
@attribute h25 NUMERIC
@attribute h26 NUMERIC
@attribute classe {1,2,3,4,5,6,7,8,9}
@data
0.048239682,0.044647742,0.01908757,0.008057728,0.0044403877,0.003246462,0.0028552609,0.003388717,0.0041914415,0.006208414,0.008372722,0.015388941,0.033836365,0.043458898,0.0130671365,0.022364516,0.010877426,0.0288676,0.010740251,0.021968234,0.014504928,0.037275888,0.042305615,0.07261101,0.63867915,0.75697434,0.0, 1
0.03941452,0.038650036,0.012120473,0.00455304,0.002003144,0.0015047773,0.0017467029,0.0024724798,0.0031692255,0.0042724065,0.0052110776,0.010785044,0.023965152,0.039274205,0.0101366835,0.017912172,0.0080658,0.026074743,0.0070110043,0.018187968,0.011264057,0.033153486,0.034856644,0.065271534,0.7297057,0.67361766,0.0, 1
0.042330746,0.042783402,0.014937687,0.00546109,0.0027354122,0.0024141716,0.0018836379,0.0019955854,0.0026429337,0.0043124114,0.0047845375,0.009948723,0.020919576,0.03697187,0.009058011,0.01797487,0.0077584465,0.026239514,0.0069407434,0.018631954,0.011472182,0.034236457,0.037424527,0.06853619,0.6768977,0.725955,0.0, 1
0.04499432,0.042612962,0.016782891,0.0075335656,0.0036928277,0.0027856443,0.0025933608,0.0030124402,0.003125838,0.004476752,0.0056797564,0.01017623,0.01921355,0.03916665,0.010048041,0.018828984,0.008820386,0.027861373,0.007863899,0.020313017,0.012853406,0.03611477,0.03938852,0.069438964,0.6709853,0.73066217,0.0, 1
0.037379943,0.03480419,0.0070287487,0.0043850853,0.0032354556,0.003288814,0.0033179186,0.004394787,0.0054231477,0.008469424,0.013286226,0.021037739,0.027159395,0.041042265,0.0066115833,0.016662354,0.003288814,0.02457394,0.002507842,0.015221679,0.005830611,0.030685896,0.026509393,0.08190505,0.66039675,0.7405701,0.0, 1
0.039657585,0.037118033,0.008487709,0.005397758,0.0047942516,0.003727253,0.0030464984,0.0028340642,0.00363552,0.005822626,0.009800938,0.018245194,0.025192754,0.03962379,0.0064309603,0.017091291,0.0037513934,0.030131849,0.003514819,0.01974189,0.0073724296,0.033752885,0.02738469,0.07630247,0.58872736,0.7988681,0.0, 1
0.038177818,0.03469729,0.009435228,0.0062001524,0.0048059775,0.0040401625,0.0038290727,0.0043739793,0.005812336,0.0087872315,0.013868116,0.025517333,0.02927277,0.042635255,0.0076336004,0.01784446,0.0043101613,0.030838763,0.0038928906,0.019287728,0.0075157825,0.032085665,0.02648442,0.07282602,0.63090354,0.7659275,0.0, 1
0.028347714,0.025044201,0.01086588,0.0045445627,0.0024419213,0.0017946112,0.0017588976,0.0022142467,0.0030445892,0.0045624194,0.005906146,0.009120375,0.015776508,0.034405645,0.009553403,0.017249696,0.009115911,0.024771884,0.009031091,0.019352337,0.013477441,0.03068696,0.029843224,0.04895003,0.9034216,0.4179837,0.0, 1
0.030280983,0.027445013,0.010755541,0.004660734,0.002472855,0.0020224093,0.0021327226,0.0027624273,0.0031393308,0.0050238487,0.0069083665,0.012782546,0.027633466,0.039542697,0.011173812,0.017806394,0.00950992,0.025041103,0.009477746,0.018992262,0.012998576,0.029596122,0.031995434,0.05473375,0.8894326,0.44478297,0.0, 1
0.023234282,0.022840407,0.0064707994,0.003415024,0.0027441382,0.0025883198,0.0027571232,0.0032592053,0.0038694947,0.0062976675,0.008782108,0.016477816,0.019724036,0.031120433,0.0052978317,0.012971897,0.0042633694,0.020451188,0.0041465056,0.012941599,0.006012,0.020762825,0.018507784,0.04082014,0.89671427,0.43554756,0.0, 1
0.02297664,0.022145433,0.005702169,0.0030621167,0.0022998175,0.0020586383,0.0022868973,0.0025840646,0.003454033,0.005034619,0.008604935,0.01722279,0.021167796,0.03152559,0.005150902,0.01211065,0.003777041,0.019880071,0.004504886,0.013269172,0.0068434644,0.021318533,0.017619014,0.036900442,0.8969245,0.4354795,0.0, 1
0.026487103,0.022812642,0.005790595,0.0037187308,0.0028731623,0.0026163927,0.002262228,0.0029705577,0.0035505025,0.005631221,0.009327817,0.018664487,0.02549987,0.034101646,0.0067734024,0.013684044,0.004462477,0.021382703,0.0042942488,0.013440556,0.007096578,0.023051703,0.02131187,0.040188856,0.88013506,0.46713015,0.0, 1
0.03511221,0.02968885,0.01158649,0.0076181786,0.005967165,0.0055017457,0.00524699,0.005643821,0.0068588103,0.009327982,0.01429572,0.03043352,0.040667847,0.04357794,0.013291394,0.018665763,0.0079268245,0.02311909,0.0072899354,0.015897742,0.009891384,0.025201228,0.028263196,0.05832928,0.801888,0.58597267,0.0, 1
0.0385739,0.032015283,0.012765968,0.008124254,0.007998803,0.0071607847,0.006955044,0.0075521944,0.008139309,0.010889211,0.01660479,0.033069078,0.052228063,0.04462569,0.01437175,0.019234259,0.009398844,0.024011461,0.0080238925,0.016775405,0.010884192,0.023640124,0.024914714,0.051314775,0.7266917,0.67613965,0.0, 1
0.032839656,0.031111736,0.006407514,0.0032495905,0.002910423,0.0037170916,0.0032908407,0.0032862574,0.0033412573,0.005055428,0.0066550146,0.012054194,0.013841697,0.032083403,0.004986678,0.012599612,0.0036345914,0.021133797,0.0038316753,0.013672113,0.006659598,0.023815053,0.0223163,0.059267215,0.78749174,0.60893387,0.0, 1
0.02879533,0.028948208,0.005836405,0.0031205432,0.0022707123,0.0019379742,0.002122329,0.0028327699,0.0032959052,0.0046313535,0.0073831873,0.012774442,0.015485808,0.030841218,0.0049236235,0.012680017,0.0034263025,0.020270042,0.0035611964,0.013610784,0.0074821096,0.023592925,0.021614483,0.055567253,0.8338325,0.54458874,0.0, 1
0.03970615,0.03745673,0.01167008,0.0066665574,0.004354651,0.0037298114,0.0032155204,0.002874262,0.0034991014,0.005162136,0.008574721,0.014602019,0.019014347,0.036644436,0.0068588154,0.013823373,0.004585361,0.02213374,0.0048545226,0.015058633,0.009516787,0.026973842,0.029309781,0.07787904,0.71205753,0.6920915,0.0, 1
0.03959988,0.037369654,0.012171497,0.0069190464,0.0049414816,0.0042175087,0.0034498053,0.0038093626,0.0044118636,0.007434088,0.011015083,0.020334417,0.026247675,0.03754457,0.006821869,0.0140032945,0.005315616,0.02139851,0.0050483774,0.01463009,0.008920905,0.025105838,0.029765503,0.077829555,0.71053845,0.693236,0.0, 1
0.039503455,0.037223835,0.013195962,0.008636724,0.006357106,0.004688366,0.004092387,0.0041917167,0.0045244717,0.008338735,0.013384688,0.022721687,0.028125228,0.041509915,0.008939681,0.016344715,0.0062826085,0.023998076,0.0063620727,0.01612619,0.010250834,0.029148325,0.03315628,0.083392315,0.7085839,0.69357514,0.0, 1
0.03834878,0.035900477,0.011665154,0.006182675,0.004010641,0.0037153207,0.0041201953,0.0054015047,0.007154374,0.009621728,0.012922647,0.018419417,0.022563428,0.03593382,0.0073925355,0.01401819,0.004629861,0.020396158,0.0040439838,0.013013149,0.0064494153,0.01992936,0.020439027,0.06792845,0.64774233,0.75407195,0.0, 1
0.039746262,0.036260743,0.013314785,0.0071266885,0.0056268293,0.0057777585,0.005315538,0.0054334514,0.0066031525,0.008206775,0.009782099,0.014376007,0.016036227,0.032313,0.0066974834,0.012989345,0.0038722774,0.019318938,0.0032355448,0.011748895,0.0051740417,0.018804835,0.019517032,0.06692767,0.6623764,0.7418265,0.0, 1
0.034680385,0.031833887,0.012050006,0.007826645,0.006381425,0.006064063,0.0063863075,0.006205655,0.0066890223,0.009735702,0.015423812,0.027703295,0.032517437,0.038937923,0.009403692,0.015746057,0.006283775,0.023323694,0.0069526774,0.01602924,0.010424133,0.02589677,0.027356638,0.061485298,0.7792272,0.61642027,0.0, 1
0.036864106,0.03285393,0.0117107015,0.008167968,0.006445806,0.0055552023,0.005028713,0.0053780656,0.006435965,0.009127459,0.014707264,0.02605877,0.03488116,0.042074878,0.009983619,0.015893094,0.00638184,0.023539493,0.0063326354,0.016424505,0.010382176,0.027677603,0.02945389,0.060236305,0.7283466,0.6753581,0.0, 1
0.03600565,0.033367496,0.011471305,0.0071726358,0.006111479,0.0056988066,0.0054384302,0.005713545,0.0067354,0.010026952,0.014330533,0.025792012,0.034374613,0.04373343,0.010297154,0.015769973,0.006337466,0.02290822,0.005875666,0.015313086,0.009717448,0.026582967,0.028557898,0.06072668,0.719322,0.6850162,0.0, 1
0.030308133,0.030191636,0.011677764,0.004249849,0.0019525073,0.0014585556,0.0014632156,0.0018965882,0.0022181228,0.003411063,0.0048882584,0.011244392,0.029655743,0.036305454,0.008783953,0.015750537,0.0074465554,0.023579206,0.0066823284,0.01795934,0.010032812,0.029501967,0.030820725,0.058328245,0.8311018,0.5461522,0.0, 1
0.043964576,0.041565076,0.014273829,0.004833492,0.0025078976,0.0016160911,0.0016062369,0.0021285103,0.0030350978,0.0052621504,0.007592672,0.017333563,0.034647416,0.042604696,0.0108691985,0.017486302,0.00809031,0.024221659,0.0065481253,0.017313855,0.0108396355,0.03006028,0.035465315,0.07361098,0.66073,0.7395982,0.0, 1
0.042238526,0.038636144,0.0132283345,0.0055432552,0.003112261,0.0024653028,0.0019065661,0.0024113895,0.0030583476,0.005043333,0.0077242884,0.016463125,0.033034075,0.04179742,0.010630699,0.017374748,0.0075968574,0.023873737,0.006126498,0.016963048,0.0107973395,0.030235492,0.035401355,0.070072435,0.67374814,0.7285533,0.0, 1
0.047462434,0.039486736,0.01777958,0.008683868,0.004660861,0.0035107133,0.0031792298,0.0031139376,0.004364535,0.006187695,0.008774272,0.014233707,0.023786465,0.047266558,0.014746001,0.022395238,0.01241557,0.0303408,0.011290534,0.023550408,0.015604845,0.03556418,0.03708097,0.058973957,0.7482892,0.65102386,0.0, 1
0.04547465,0.04000229,0.017883835,0.007942957,0.003878892,0.0024657277,0.0022220789,0.00243649,0.0027239958,0.0041810167,0.0056477836,0.009380486,0.017854597,0.03794102,0.010657207,0.019696584,0.009667992,0.027444623,0.0093707405,0.021148732,0.013030348,0.03301931,0.035022106,0.055888206,0.74081475,0.6615996,0.0, 1
0.04095441,0.036057953,0.016506508,0.010740772,0.008078907,0.0070033562,0.0067774416,0.007956127,0.010146517,0.013569617,0.01816649,0.022409758,0.026490957,0.036205288,0.008398134,0.014026357,0.0057902923,0.02022919,0.0056036673,0.013766064,0.007641811,0.020749776,0.023308506,0.06790702,0.66961616,0.73370224,0.0, 1
0.042021614,0.03645374,0.015351289,0.009392076,0.008029829,0.0069053555,0.0074750227,0.008579682,0.009144395,0.012701099,0.019061554,0.025813349,0.029102556,0.03791506,0.009689294,0.015029303,0.005884908,0.020730928,0.005384592,0.0138701545,0.008198252,0.022038685,0.026521716,0.06983623,0.67055756,0.7321163,0.0, 1
0.041979745,0.03825353,0.012619318,0.007193598,0.004917823,0.00439039,0.0036529608,0.0035797062,0.0040583024,0.0061875684,0.009606115,0.015930425,0.027294649,0.03857585,0.0071594124,0.013239541,0.004365972,0.02222055,0.004331786,0.015735079,0.009220308,0.03207573,0.037008204,0.08062397,0.636167,0.761027,0.0, 1
0.0417508,0.03819117,0.01175771,0.0069101495,0.005056671,0.0040206234,0.0036927003,0.0035833926,0.0041964664,0.0064158887,0.009020264,0.013867824,0.017037747,0.03497847,0.00579331,0.012228209,0.002832496,0.019532816,0.0022669472,0.011838502,0.0059786574,0.02230353,0.028719418,0.08565449,0.61596805,0.77837557,0.0, 1
0.043738164,0.040721405,0.010606842,0.0061009824,0.0045058597,0.004221533,0.0041588843,0.0048335586,0.005604615,0.0077298386,0.011652587,0.018380053,0.023714798,0.039184112,0.008780403,0.014278998,0.0050793327,0.021300428,0.0047227195,0.014505495,0.008394875,0.025608705,0.029160382,0.07384791,0.58205587,0.80419236,0.0, 1
0.05386263,0.0460862,0.020966113,0.013042493,0.009076593,0.00979618,0.009534512,0.010123264,0.012445563,0.016575005,0.025455348,0.061156616,0.12019536,0.063053705,0.024212427,0.018333083,0.014048277,0.013565828,0.012306552,0.012862596,0.014620675,0.018987253,0.027556865,0.04823678,0.06604653,0.98036206,0.0, 1
0.05044665,0.051461294,0.021164743,0.011739818,0.009454989,0.009019067,0.008635757,0.010800333,0.012611662,0.016519925,0.026350707,0.057398845,0.12412491,0.06123195,0.022021554,0.015415088,0.010875491,0.011769882,0.007876651,0.008763527,0.0091167735,0.012295995,0.017790109,0.052611224,0.07067191,0.9802298,0.0, 1
0.057428192,0.049099468,0.024986174,0.015394892,0.010552489,0.009528934,0.009799111,0.010666794,0.013290629,0.016631471,0.024903042,0.044776637,0.090930134,0.05035683,0.024767954,0.018330468,0.013488065,0.012526859,0.010557684,0.011440955,0.012542446,0.016818516,0.023552157,0.048579898,0.0684431,0.98466516,0.0, 1
0.058658097,0.045627203,0.016753228,0.010965353,0.0091941105,0.008120465,0.007384718,0.007624517,0.009106911,0.011739249,0.01861712,0.036084294,0.053475168,0.031239266,0.01826287,0.014600487,0.008905262,0.010191456,0.0070522698,0.008104115,0.0069759698,0.009493859,0.017265525,0.06365027,0.08638213,0.98757935,0.0, 1
0.054414768,0.046469174,0.020524722,0.011809661,0.008965975,0.0076695886,0.008631423,0.010530002,0.012528946,0.017655944,0.025417535,0.04400186,0.051336896,0.055067144,0.014845714,0.020357447,0.00981908,0.027349569,0.009275435,0.017279575,0.01339878,0.025752086,0.027291022,0.058412656,0.1758318,0.97339374,0.0, 1
0.06994214,0.04580309,0.049821172,0.038477343,0.024956418,0.019761939,0.016431361,0.01535427,0.016156359,0.019945273,0.02603351,0.06399904,0.13941066,0.0790554,0.034130786,0.026797403,0.019005684,0.019295964,0.014521626,0.016637612,0.018990407,0.03193841,0.046337813,0.047919076,0.07396022,0.97057325,0.0, 1
0.05692281,0.039996844,0.036312826,0.024162166,0.018280923,0.017153013,0.014875222,0.014787333,0.01582003,0.01965785,0.026850104,0.06388069,0.14498031,0.08862146,0.036364093,0.025517121,0.016955262,0.02030237,0.014421129,0.016684271,0.018559238,0.025883326,0.037191715,0.046808243,0.06349984,0.97267544,0.0, 1
0.049690295,0.03745181,0.015429354,0.010561233,0.008031718,0.0091771595,0.010227147,0.011195316,0.013029384,0.01845659,0.0272383,0.05966517,0.09933968,0.06514692,0.023051988,0.022799717,0.0125384815,0.022765627,0.011631674,0.019404305,0.017890688,0.032065514,0.040724497,0.07302182,0.31960514,0.92938167,0.0, 1
0.05436682,0.04533467,0.0197687,0.010707562,0.008556774,0.008266911,0.0078321155,0.008359667,0.010313348,0.013896062,0.022661539,0.045241915,0.064088844,0.042325888,0.014522168,0.015617852,0.008464018,0.016887454,0.008313289,0.013188795,0.010597414,0.021902096,0.029334199,0.073358685,0.20942646,0.96628356,0.0, 1
0.05516289,0.045406148,0.022951692,0.013789207,0.010981642,0.010181213,0.011066536,0.012455159,0.015044426,0.021253813,0.032647796,0.06324601,0.10214564,0.058394928,0.025625853,0.0211386,0.014880701,0.01719103,0.011739624,0.015329426,0.0147836795,0.02275765,0.030962046,0.053871293,0.113654844,0.9770266,0.0, 1
0.053716134,0.044300646,0.019835204,0.014726443,0.011700277,0.0097861765,0.010386018,0.011895731,0.014463591,0.019484736,0.031218711,0.06118382,0.095974624,0.075842865,0.027222015,0.028974362,0.014436632,0.030362759,0.013924408,0.02349491,0.01933646,0.037911326,0.04706396,0.08215805,0.36007333,0.9109906,0.0, 1
0.055075604,0.043814138,0.018878037,0.011605007,0.0087645035,0.008663955,0.008856673,0.00987054,0.01247643,0.016808407,0.027449822,0.048615344,0.06787882,0.06323682,0.021023078,0.024961239,0.011864758,0.02863127,0.00960241,0.020604124,0.016490003,0.032359954,0.036758963,0.06265028,0.26951268,0.9488371,0.0, 1
0.05735398,0.052485954,0.014061965,0.008881818,0.007151451,0.00711312,0.0069214655,0.009248699,0.01165807,0.014565743,0.022396198,0.04218042,0.06326789,0.0336162,0.014620501,0.011674497,0.007217161,0.00760047,0.005234906,0.0063574538,0.006384833,0.009495112,0.01464788,0.0560343,0.093976416,0.98632526,0.0, 1
0.049767144,0.04197943,0.015614498,0.009220238,0.008139334,0.008569091,0.0077160886,0.009565345,0.010170912,0.015425666,0.02276409,0.0458798,0.091440536,0.05670837,0.018446987,0.020166013,0.012534575,0.023285007,0.011733664,0.0190786,0.016167974,0.028422555,0.035246573,0.0639947,0.32022095,0.93257886,0.0, 1
0.054277442,0.044794958,0.022616154,0.013564391,0.010350551,0.008607789,0.008720439,0.009740916,0.012848732,0.017162565,0.025889631,0.043184727,0.054701537,0.0480088,0.014107762,0.017666178,0.009402966,0.022536635,0.008614415,0.016208354,0.013305958,0.0276589,0.037823908,0.06747075,0.20982727,0.9660802,0.0, 1
0.04767843,0.041150983,0.019892473,0.01185869,0.0077458066,0.007856566,0.0072141592,0.008358678,0.0098280925,0.012899833,0.017839722,0.03204652,0.06240949,0.060002312,0.014893509,0.02170155,0.009724716,0.029439973,0.008558046,0.019360825,0.011762697,0.027387222,0.02839883,0.062077213,0.3352701,0.9306413,0.0, 1
0.05569778,0.044286,0.026441222,0.01790209,0.013532232,0.012464841,0.010781371,0.0109533,0.013066592,0.019979563,0.03437144,0.08544863,0.15926342,0.06774712,0.02250835,0.016834699,0.011318648,0.015380467,0.009205356,0.01343194,0.013381794,0.02123321,0.028891208,0.060146436,0.11921832,0.96624005,0.0, 1
0.05933421,0.050257675,0.016989231,0.006397496,0.004260117,0.0036232958,0.003403702,0.0037257727,0.0048164213,0.0067268866,0.009830477,0.017135628,0.033517316,0.029249879,0.0123265255,0.014712777,0.01075277,0.016381688,0.0093693305,0.013270778,0.012136211,0.022574231,0.037360206,0.09686277,0.5350034,0.8321356,0.0, 1
0.06858071,0.04378075,0.026450738,0.017884525,0.0128047075,0.011357884,0.0098345755,0.010095896,0.011319642,0.015226702,0.020351134,0.040160507,0.07902716,0.052174877,0.022205872,0.0191975,0.014143178,0.013894605,0.011287773,0.012760092,0.014308894,0.018490022,0.02740679,0.045833077,0.071289524,0.9851339,0.0, 1
0.06586091,0.050064497,0.024065362,0.013459282,0.0079782875,0.0063944934,0.004935268,0.005403881,0.006388562,0.008678242,0.013441486,0.026805859,0.053018536,0.031272516,0.011988193,0.009473104,0.0072130836,0.008002015,0.007379174,0.00788931,0.009781558,0.0149956215,0.023774704,0.04772143,0.063939005,0.98980594,0.0, 1
0.06313275,0.046512462,0.019339796,0.010157464,0.0069625513,0.005485817,0.004609883,0.0043628244,0.0044376906,0.0048064063,0.0059144255,0.010365218,0.020047281,0.013715478,0.0050628227,0.0037788686,0.0024593528,0.0027906355,0.001907215,0.0024294064,0.0027981221,0.0053679026,0.015270822,0.0503924,0.06094104,0.9929216,0.0, 1
0.0620493,0.04905101,0.01777452,0.00985119,0.006440094,0.0048040184,0.003761932,0.003699407,0.0034770952,0.004276028,0.005297273,0.009771298,0.021564241,0.014387741,0.0055404264,0.0051270653,0.00337636,0.0038140365,0.0026330051,0.003101944,0.0031332066,0.005470954,0.011817261,0.053653557,0.06714163,0.9923442,0.0, 1
0.065120384,0.051740028,0.013886191,0.007547895,0.0052254656,0.004574482,0.0037079693,0.0033868758,0.003356086,0.0033252963,0.003861918,0.007987749,0.020180503,0.012342304,0.00460967,0.004363352,0.003175746,0.003787143,0.002296038,0.0028062686,0.002696305,0.004534895,0.009874723,0.05079434,0.06061628,0.9927945,0.0, 1
