@relation BaseImagens
@attribute h0 NUMERIC
@attribute h1 NUMERIC
@attribute h2 NUMERIC
@attribute h3 NUMERIC
@attribute h4 NUMERIC
@attribute h5 NUMERIC
@attribute h6 NUMERIC
@attribute h7 NUMERIC
@attribute h8 NUMERIC
@attribute h9 NUMERIC
@attribute h10 NUMERIC
@attribute h11 NUMERIC
@attribute h12 NUMERIC
@attribute h13 NUMERIC
@attribute h14 NUMERIC
@attribute h15 NUMERIC
@attribute classe {1,2,3,4,5,6,7,8,9}
@data

0.7747613079237405,0.2970365183703904,0.1249568951433638,0.3340000262648501,0.28591033759522777,0.11449035705844558,0.3456574432088348,0.8224570163566849,0.03803483867575348,0.015275514543386316,0.016503425926402845,0.022844271520818426,0.01463075085719967,0.011352797084561779,0.02692619903224688,0.21473795853102262,1
0.85634331945801,0.3059588381617525,0.1224201919650357,0.36836830039767815,0.3401931776240496,0.12365345094879383,0.3920980126815444,0.9666611880248297,0.13030676946409062,0.057736339238398215,0.02503349456917724,0.06637464819208609,0.04534076843755436,0.022529462372107626,0.06446843691029833,0.3424284270129667,1
1.1394272090021147,0.45468879612632723,0.16836080701218697,0.5187785839416493,0.45176179478322326,0.17095928688834006,0.5346546579901524,1.2597833779500105,0.14687094422551986,0.05896761411943228,0.04027416271084699,0.07414248769445066,0.04481552767738914,0.033031576233716685,0.0628021005171621,0.41486769670192764,1
1.2567382372395504,0.5353680597922218,0.19576308769727815,0.5925023427646444,0.5161676783899626,0.18771782179806512,0.6090655691719321,1.3679866200096442,0.12021461345349735,0.03465760197077976,0.02653322634003996,0.0683514396819534,0.04471880532632892,0.021883053462682586,0.05336449133986715,0.32921428852490325,1
1.4022691713170505,0.6128115786076063,0.2173333477241985,0.6880829591370232,0.6165354657088606,0.20998173223779432,0.7216624571222416,1.633510288006127,0.2177680842937298,0.05934681312995091,0.03910818561199121,0.08395316657184282,0.0732611982145184,0.03469466484167075,0.09574513545518248,0.5049067124896558,1
0.7328836735638795,0.2714190223608743,0.1586401457052894,0.3014506973163774,0.2857736950415077,0.15231887699471203,0.3108829832008331,0.6817947179877568,0.11998663181288266,0.0542207321597312,0.03764679201492374,0.06436425726739922,0.052903242165942915,0.02939886560193905,0.06894923555186523,0.32205500838781426,1
0.6910384722002806,0.24436494100739353,0.14605191338720255,0.2741761759300981,0.252929920321515,0.13654601824289567,0.2806181092791407,0.6407209064990936,0.08439826401007361,0.04781063439603794,0.027214462066206934,0.06072243863537602,0.040479492229850575,0.020739286399111316,0.05155626557093648,0.24244339049985808,1
0.9321789615817422,0.4417487628454106,0.22668107529922776,0.5259480281177822,0.45360911311045776,0.20358674353228007,0.5528448690822225,1.009412051436132,0.4154930108322147,0.20376861309929276,0.09406786760405611,0.250465576142293,0.19995261725636226,0.09414239205662983,0.2504588000958668,0.8017636687569025,1
0.8709759112350415,0.34180097952618727,0.13215747925080223,0.4165395818176849,0.3553969529552383,0.12456180683353846,0.42382227682256585,0.9930391961790568,0.13587308384234378,0.06650971550824612,0.02605848910913794,0.061792663253291455,0.046055451875493765,0.02468693421924446,0.06730621724553626,0.3155805040075096,1
