@relation BaseImagens
@attribute h0 NUMERIC
@attribute h1 NUMERIC
@attribute h2 NUMERIC
@attribute h3 NUMERIC
@attribute h4 NUMERIC
@attribute h5 NUMERIC
@attribute h6 NUMERIC
@attribute h7 NUMERIC
@attribute h8 NUMERIC
@attribute h9 NUMERIC
@attribute h10 NUMERIC
@attribute h11 NUMERIC
@attribute h12 NUMERIC
@attribute h13 NUMERIC
@attribute h14 NUMERIC
@attribute h15 NUMERIC
@attribute h16 NUMERIC
@attribute h17 NUMERIC
@attribute h18 NUMERIC
@attribute h19 NUMERIC
@attribute h20 NUMERIC
@attribute h21 NUMERIC
@attribute h22 NUMERIC
@attribute h23 NUMERIC
@attribute h24 NUMERIC
@attribute h25 NUMERIC
@attribute h26 NUMERIC
@attribute h27 NUMERIC
@attribute h28 NUMERIC
@attribute h29 NUMERIC
@attribute h30 NUMERIC
@attribute h31 NUMERIC
@attribute classe {1,2,3,4,5,6,7,8,9}
@data

0.43441412168537274,0.34034718623836757,0.21243430110421674,0.08460221726617362,0.08047515799205202,0.044481737151311804,0.23684483880502852,0.09715518745982155,0.0565593796785894,0.2293509579166384,0.03573069510612485,0.07875966195232074,0.061949998418673775,0.28370744479016097,0.29507446768220913,0.5273825486744759,0.022051378494205555,0.015983460181547938,0.01181343649711502,0.00346207804627129,0.012010358616595562,0.004493067309807281,0.01456082808586874,0.008283443434949685,0.004912022482985631,0.009718728374214036,0.003530728445885804,0.007822068638675976,0.0036869019068525863,0.02323929712539429,0.011329474773462602,0.20340848375756004,1
0.4489640983803532,0.40737922107765706,0.21489863834523898,0.09106019981651356,0.07541052127451346,0.04700967069052224,0.25913235460440737,0.10923594579327088,0.058325113484415936,0.28186806413963367,0.03780090013022753,0.0858525508185663,0.06866733817475552,0.32343067450678886,0.3606176986454431,0.6060434893793865,0.07656181595448586,0.05374495350960478,0.04604545241813669,0.011690886820261516,0.015748220743292983,0.009285273825884257,0.047429633386800986,0.018945014805285106,0.008960505658455168,0.03638026277909918,0.006469183540706173,0.016060278831401452,0.007338246658804828,0.05713019025149349,0.03822471531614232,0.3042037116968244,1
0.6360921134955829,0.503335095506532,0.3218553651525773,0.13283343097374997,0.10707471155980958,0.06128609545237741,0.3789878930803657,0.13979069086128365,0.08173503233965831,0.37002676244356497,0.0485217243704522,0.12243756251788783,0.10227195560964845,0.43238270238050386,0.46425578007155255,0.7955275978784581,0.084531752306443,0.06233919191907686,0.043171174723540456,0.015796439395891808,0.0242116631642543,0.016062499546592682,0.048038655708184,0.026103831986266642,0.013052387817350164,0.031763139860038966,0.00959173225801134,0.023439843975705348,0.01020766340126665,0.052594437115895454,0.04257875907650595,0.3722889376254217,1
0.705942954660188,0.5507952825793627,0.3876322777365969,0.14773578205562493,0.12465215572673802,0.07111093197054015,0.4312973725811215,0.16120497018352295,0.0911030675658434,0.42506461082411917,0.05778792530803873,0.12992989649002637,0.11145090464808238,0.4976146645238499,0.4965368822911652,0.8714497377184793,0.06062862343183428,0.059585990021663066,0.022976572606302505,0.01168102936447725,0.01647501153988957,0.010058214800150393,0.050043749809685865,0.018307689872267534,0.009501024468013083,0.03521778085831584,0.005571472097717195,0.016311581364965386,0.0090861405641305,0.04427835077573665,0.05220052312697903,0.2770137653979242,1
0.772956483281684,0.6293126880353666,0.4481299769551581,0.1646816016524481,0.13687068601588664,0.08046266170831187,0.5077082597932043,0.18037469934381883,0.10162710873933693,0.5149083569695236,0.062042583645530246,0.1479391485922641,0.11508577855560517,0.6065766785666364,0.5848087373793082,1.048701550626819,0.12336233294678034,0.0944057513469494,0.042582081109853516,0.01676473202009738,0.025143882381089402,0.013964303230901805,0.05472344636063529,0.029229720211207524,0.013496885813937527,0.05976431240058086,0.00938387754516572,0.025310787296505027,0.011980788433852373,0.08376434702133012,0.07215574455822893,0.43275096793142687,1
0.44386268836317044,0.28902098520070885,0.16883969439111124,0.10257932796976311,0.10659612615385569,0.05204401955143368,0.19425677119031784,0.10719392612605949,0.0893624223097522,0.1964112727317554,0.04769968435751454,0.10461919263719749,0.09575033080831855,0.21513265239251447,0.26483019354105264,0.41696452444670423,0.0692381194709919,0.050748512341890734,0.040568384034559125,0.013652348125172064,0.025597091854206947,0.012049700160716798,0.04268472686164864,0.021679530405750554,0.012791228990372893,0.040112013175570026,0.009236878178414025,0.020161987423525023,0.01203136872550032,0.05691786682636491,0.04110176793649174,0.28095324045132253,1
0.4144779466889577,0.276560525511323,0.1552902210943289,0.08907471991306457,0.09900456457450625,0.04704734881269629,0.1772813495168742,0.09689482641322386,0.07674403886117584,0.17618588146033917,0.044617041906190355,0.09192897633670533,0.08172495895245942,0.1988931503266813,0.24523126200830908,0.3954896444907848,0.05083600470688862,0.033562259303184974,0.03677699308619626,0.011033641309841701,0.01910489437729376,0.008109567688913171,0.042883882649370784,0.01783855598600523,0.009281037268703059,0.03119845496114751,0.005635366335812049,0.015103920063299268,0.007966167158099969,0.04359009841283651,0.031145214547594093,0.21129817595226397,1
0.5389193115428149,0.39325965003892716,0.32306424445547355,0.11868451838993702,0.149198737748598,0.07748233755062972,0.376462538657923,0.14948548945985918,0.09174855322278808,0.3618605598876697,0.057346199564271894,0.14624054396800823,0.10580686507409295,0.44703800400812965,0.3488416856342748,0.6605703658018572,0.2395974459010886,0.17589556493112607,0.14460896441501367,0.05915964868427902,0.05778635977008212,0.036281507833974005,0.16873971749551553,0.08172585864677745,0.040926005568537864,0.15902661168782445,0.02468196169576862,0.06946043036086119,0.048041771202020016,0.20241702889384675,0.18954857442969164,0.6122150943272109,1
0.4669956707469318,0.40398024048810954,0.25972916785435884,0.08207181167182849,0.08525850882198657,0.046898970428815676,0.314118303460026,0.10242127835765896,0.05474418329819401,0.30065276965704424,0.03945902826788618,0.08510277856565227,0.05935275346119133,0.36446952336137456,0.36194403143584253,0.6310951647432144,0.08145916375548196,0.054413920086861814,0.05440023032466062,0.012109485183585504,0.014344849820667131,0.011713639288470811,0.03981796916905553,0.021974694084235927,0.009797096060763087,0.03625835581473067,0.00808797867528031,0.016598955543964154,0.007764223349728414,0.059541993895807846,0.043001547804886874,0.27257895620262274,1
