@relation BaseImagens
@attribute h0 NUMERIC
@attribute h1 NUMERIC
@attribute h2 NUMERIC
@attribute h3 NUMERIC
@attribute h4 NUMERIC
@attribute h5 NUMERIC
@attribute h6 NUMERIC
@attribute h7 NUMERIC
@attribute classe {1,2,3,4,5,6,7,8,9}
@data

1.0717978262941308,0.4589569214082138,0.4004006946536733,1.1681144595655197,0.05331035321913982,0.03934769744722128,0.025983547941761435,0.24166415756326953,1
1.162302157619762,0.4907884923627139,0.4638466285728433,1.3587592007063742,0.18804310870248883,0.09140814276126333,0.067870230809662,0.4068968639232651,1
1.5941160051284418,0.6871393909538365,0.6227210816715633,1.7944380359401628,0.20583855834495213,0.1144166504052976,0.07784710391110586,0.47766979721908975,1
1.7921062970317725,0.7882654304619228,0.7038855001880276,1.9770521891815762,0.15487221542427715,0.09488466602199334,0.06660185878901151,0.3825787798647704,1
2.0150807499246555,0.9054163068612219,0.8265171979466549,2.3551727451283693,0.2771148974236806,0.12306135218383407,0.10795586305618916,0.6006518479448384,1
1.0043026959247536,0.46009084302166675,0.4380925720362196,0.9926777011885899,0.1742073639726139,0.10201104928232296,0.08230210776788198,0.3910042439396795,1
0.9354034132076737,0.42022808931730066,0.38947593856441076,0.9213390157782346,0.13220889840611158,0.08793690070158294,0.06121877862896188,0.2939996560707946,1
1.3739277244271528,0.7526291034170098,0.6571958566427377,1.5622569205183547,0.6192616239315072,0.34453344374634903,0.2940950093129921,1.0522224688527695,1
1.2127768907612282,0.5486970610684869,0.47995875978877667,1.4168614730016225,0.2023827993505899,0.08785115236242937,0.07074238609473825,0.3828867212530459,1
2.229650654166545,0.9483091797041924,0.8581320663944209,2.5241494598081715,0.11868918291781609,0.06750789216351157,0.05247039016739204,0.36160363159011233,1
1.8022802623623477,0.8538474899246968,0.7880451831662632,2.0006283320763156,0.1860740778912877,0.08576149315615979,0.06572969959217165,0.4012907676673369,1
1.889312361179077,0.8773830093374714,0.8276848229301768,2.1102570121749156,0.5512553374307818,0.25057389291240223,0.20544539980985596,0.9274673479525011,1
1.716601160319823,0.776566653515732,0.6765955658217299,2.0757148081120484,0.12877574881461526,0.07599696059135908,0.06201103812874319,0.2975358586790485,1
1.4802635820947632,0.672609437260136,0.5981283927750424,1.7753146021962705,0.1685060098077377,0.07035693289430467,0.0605555741841444,0.38873114470116676,1
1.3890707277784962,0.5986812516994181,0.5337506999072748,1.5754818636992778,0.26926244554087453,0.13526072842816794,0.09312840825813866,0.5829194418848893,1
1.3421894172773337,0.5536935478863764,0.5127717656396085,1.4590283025140156,0.14306356460356734,0.0776687655573993,0.055596786994716256,0.42818755571270206,1
1.4709763810429493,0.5909066945870622,0.5584178028997235,1.5957230303311127,0.16431814391127617,0.08647584078009748,0.05709891439088048,0.3865893445611406,1
1.0042569998080633,0.42172801966473716,0.3776882762024305,1.071714630016403,0.09765622640829276,0.05663428440978031,0.03769454045707561,0.3732637385123291,1
1.1178904930153717,0.47889403870012287,0.4369061721507211,1.261085394926218,0.2271343621748135,0.11058893805233455,0.0774392220338963,0.589777519260634,1
1.5302219730760989,0.6419073149538341,0.5813828650834831,1.7574344439775282,0.060080324663162106,0.04285091797702036,0.03577544630457429,0.24302706993909687,1
1.2695363218132822,0.5479721149117153,0.5028176966575956,1.3651980622601827,0.17356435265480258,0.09218588640666313,0.07539068560492697,0.3938422964717869,1
1.4279356374742644,0.573992256200041,0.5192442297740403,1.5128133632956966,0.21881424370953584,0.12668199926528678,0.09439379872484303,0.49036704913995155,1
1.3938372894306197,0.6036247184659606,0.522953040083284,1.4901445110737073,0.1200210293027342,0.06339735276082956,0.04451011529756139,0.29767988220566804,1
1.1928319785328587,0.7266945264770663,0.6039475044670262,1.2719140827692152,0.10776911407585081,0.05301708953506895,0.04935495609641218,0.1440793369306193,1
1.5185899260483673,0.8631054359754895,0.740704300684277,1.5213512945327163,0.11010370173590397,0.052122623491979145,0.04774977991517515,0.17385320831432433,1
1.41978914513052,0.8017596238917848,0.7057732024091619,1.4478663382214658,0.15293860280931376,0.06875149937209417,0.07468369110561819,0.19448050858435964,1
0.8604645591936522,0.4033767179098712,0.3497675403068072,0.9670385127219656,0.13413675154061325,0.08196588844413652,0.06600169245228941,0.48844078864535134,1
0.8817005378307815,0.41203372665392335,0.36734170562755486,1.023107162662897,0.08409168100990658,0.05573285579024675,0.044507799500063304,0.30635959285762604,1
0.9248944107956667,0.4726427535258477,0.4118004876343433,0.9291234513235697,0.03211149248504288,0.016756194254070843,0.0113515458383949,0.037669625252912196,1
0.9189579796903617,0.46491691876936636,0.4102480067445798,0.9253347875154148,0.046904221787951575,0.01966455045377934,0.017137781134333716,0.055720612667025375,1
0.9779572081442138,0.4951120141369276,0.44840586869019045,1.0199683994836537,0.03951118254337588,0.022177840712343227,0.01917447423831337,0.05992683163346341,1
1.1370675859043817,0.6048388827910823,0.5098735447308477,1.268350045421136,0.14939170456991324,0.07678105535178974,0.05829365722044913,0.22121113480586535,1
1.4049631386470787,0.7606802760465953,0.6480871297132267,1.5945645927386216,0.1986551513353758,0.09459316627315092,0.07274136037384767,0.2819943519507583,1
1.1321198651585915,0.6233936679305228,0.5561271545076545,1.140988672145539,0.05411098372379408,0.030955053441000534,0.023066443813927664,0.08083006681028043,1
1.0100863832699625,0.583199309867158,0.4987134818156863,1.0140051598026603,0.011687986722155295,0.008703276888733243,0.006280484125802656,0.02475511317997843,1
1.38450514437857,0.6876746462264728,0.586413461693795,1.4654920033290275,0.08589786042468017,0.04753823311826952,0.0339865957948267,0.1272906622364391,1
1.4122259173856275,0.7107456467728156,0.6219391417950196,1.4782537275633894,0.08922373416032263,0.06253578182938607,0.04944475954350998,0.22063356248082927,1
1.4241861470360533,0.7008592324476538,0.6002070449510822,1.4762776594518892,0.03732086937834898,0.012150828224836572,0.009111437386445409,0.05422247577856078,1
1.7156060925380088,0.8694376685056144,0.7913367173014095,1.7084002245240761,0.01780005794974889,0.007686084794191598,0.005116306700805548,0.019907963757498204,1
1.6510627131278313,0.7830041685768412,0.7276258771859613,1.585788996095668,0.17696918906364265,0.07681103258267244,0.06397048422163426,0.19637325246676574,1
1.2875380445511353,0.7006767686919666,0.603061400754847,1.333937168352016,0.07501373797805129,0.033184890285545735,0.03190025343640947,0.09683088711072378,1
1.4251477381162352,0.7621005248454521,0.677749416692363,1.4762095329092189,0.04915148262487905,0.03682363962009108,0.02627935907288203,0.07136986067469381,1
1.4584735547768208,0.7881289616530739,0.6864475671047761,1.48750607039134,0.0550282270344224,0.03291584655120665,0.027108093473702806,0.07341433548501564,1
0.968277937827953,0.431314678349274,0.3828031659949713,1.1384310095606518,0.04038665300715585,0.01004601260039711,0.00823737849877498,0.11955039152280822,1
1.397904840043364,0.5792940499541097,0.5250503428314042,1.6105184883314951,0.1365719349134738,0.06761682589725725,0.04359625657570326,0.3352966076491335,1
1.2748729685146025,0.5761813255357269,0.5113298675835529,1.5066034039462937,0.1979501245990634,0.08902161213791661,0.06085529294790754,0.4477127103362027,1
1.3320239095796065,0.5799997770210792,0.5081101760718479,1.4636390383202549,0.06664689661461157,0.04236890877994854,0.033203575191240654,0.262429954151534,1
1.437555499468026,0.6227019997570831,0.5618673358892681,1.5674291787654104,0.12992702458193084,0.0826676235561879,0.05305706889033913,0.4770658332176457,1
1.5971885717867398,0.9146737383994195,0.8033851707914544,1.7121883501251334,0.12514311222597363,0.054095907903223245,0.04620827150478991,0.15588650673504192,1
